File name;Zone;Patry;Hostplant;Baltic;Sex;BL;OL;Wing length;Wing width;Wing area;Melanized area;LMPC1;LMPC2;LMPC3;LMPC4;LMPC5;LMPC6;BL ln;OL ln;WL ln;WW ln;WA sqrt;MA sqrt;WA sqrt ln;MA sqrt ln
CHST18_47bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;5.1;2.15;5.31372549019608;2.34313725490196;9.99240676662822;6.46395617070358;0.0015234;-0.01315;-0.0027434;0.0013932;0.00060068;0.0019079;0.707570176097936;0.332438459915605;0.725399114776469;0.36979772918622;3.16107683655874;2.54243115358186;0.499835052400132;0.405249201506554
CHST18_48aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.17;;4.375;2.05208333333333;7.21213107638889;3.78070746527778;-0.0093554;-0.00012381;-0.0014576;-0.0056432;-0.0016742;-0.0092295;0.620136054973757;;0.640978057358332;0.312194993122024;2.6855411142615;1.94440414144739;0.429031805588903;0.288786537420934
CHST18_48bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.06;1.62;4.37234042553191;1.98936170212766;7.04119511090991;3.83454051607062;-0.012161;-0.001271;0.0074291;0.003561;0.010479;-0.0077032;0.608526033577194;0.209515014542631;0.640713968276371;0.2987137529368;2.65352503491298;1.95819828313443;0.423823189373835;0.291856665460563
CHST18_49aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.35;;4.71957671957672;2.14814814814815;7.95285686290977;4.32877019120405;0.0020302;0.00002109;-0.00331;0.0074497;0.0025363;0.0054475;0.638489256954637;;0.673903050202879;0.33206422940395;2.82008100289864;2.08056967948782;0.450261583002572;0.318182265147145
CHST18_49bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.52;1.9;5.04210526315789;2.12631578947368;8.42293628808864;4.40742382271468;0.0041798;-0.011091;-0.0051097;-0.011638;-0.0048951;0.0030346;0.655138434811382;0.278753600952829;0.702611908125716;0.327627764157776;2.90222953745713;2.09938653485124;0.462731757829078;0.322092407376143
CHST18_50aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.24;;4.32291666666667;1.92708333333333;6.48556857638889;3.419921875;0.0036275;0.011503;-0.012001;-0.0093496;0.0078862;0.0034113;0.627365856592733;;0.635776863672524;0.284900495363445;2.5466779490915;1.84930307818919;0.405974027894245;0.267008092553808
CHST18_51aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.8;;5.14130434782609;2.19565217391304;9.04749527410208;5.05836483931947;0.0089116;-0.0019194;-0.0042045;0.0040465;-0.0069637;-0.0032476;0.681241237375587;;0.711073313392256;0.341563542101068;3.00790546295958;2.24908088767822;0.478264182464756;0.352005075017933
CHST18_52aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.5;;4.85263157894737;2.16842105263158;8.2006648199446;4.41540166204986;-0.0048584;-0.023717;-0.010898;0.0045882;-0.0032044;0.0010638;0.653212513775344;;0.6859773201008;0.336143615080306;2.86368029290013;2.10128571642456;0.456924530821715;0.322485108393641
CHST18_53aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.46;;4.83870967741935;2.0752688172043;7.96057347670251;4.46224997109493;-0.013664;-0.017579;-0.0066073;0.0027006;-0.0017126;-0.027432;0.649334858712142;;0.684729565221409;0.317074360453839;2.82144882581671;2.1124038371237;0.450472177637438;0.324776947701202
CHST18_54aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.76;;4.68085106382979;2.13829787234043;8.11283386147578;4.50464010864645;-0.010785;-0.0076267;0.0098599;-0.0022898;0.010105;0.0023751;0.677606952720493;;0.670324822886489;0.33006820382079;2.84830368139982;2.1224137458673;0.454586291188539;0.32683004970278
CHST18_54bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.77;2.1;5.19786096256684;2.35294117647059;9.52066115702479;4.99539592210243;0.0035467;0.0138;-0.0077802;0.0019033;0.010295;-0.0061267;0.678518379040114;0.322219294733919;0.715824658389776;0.371611069949688;3.08555686335948;2.23503823727972;0.489333554385372;0.349284957489223
CHST18_55aWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Male;4.45;;4.67021276595745;2.14893617021277;7.97227252150294;4.39248528746039;0.0005284;0.0021469;0.0012191;-0.0053556;-0.0028183;-0.0036132;0.648360010980932;;0.669336666642423;0.332223515846925;2.82352129822018;2.09582568155379;0.450791068029905;0.321355157754643
CHST18_56bWing1a.jpg;CHST;Allopatry;Heterophyllum;West;Female;4.44;1.8;4.75531914893617;2.17021276595745;8.06292440018108;4.21853779990946;0.0018023;0.0034397;0.0086995;-0.0021244;0.006672;-0.0008911;0.64738297011462;0.255272505103306;0.677179669532238;0.3365023138262;2.83952890462152;2.05390793364977;0.453246293887143;0.312580972462817
